timestamp,experiment,condition,poison_rate,labels_flipped,accuracy,dataset,algorithm,rmse,mae,r2,precision,recall,f1
2026-09-23T22:23:28,label_flipping_blobs,random_flip,0.0,0.0,0.9933333333333332,,,,,,,,
2026-09-23T22:23:28,label_flipping_blobs,random_flip,0.05,35.0,0.9966666666666668,,,,,,,,
2026-09-23T22:23:28,label_flipping_blobs,random_flip,0.1,70.0,0.9933333333333332,,,,,,,,
2026-09-23T22:23:28,label_flipping_blobs,random_flip,0.2,140.0,0.9933333333333332,,,,,,,,
2026-09-23T22:23:28,label_flipping_blobs,random_flip,0.3,210.0,0.9933333333333332,,,,,,,,
2026-09-23T22:23:28,label_flipping_blobs,random_flip,0.4,280.0,0.9933333333333332,,,,,,,,
2026-09-23T22:23:28,label_flipping_blobs,random_flip,0.5,350.0,0.4766666666666667,,,,,,,,
2026-09-23T22:23:38,pipeline_walkthrough,,,,,diamonds,random_forest_regressor,689.1638587030751,366.7051477363291,0.9698359964321932,,,
2026-09-23T22:23:38,pipeline_walkthrough,,,,0.9770253929866989,sms_spam,naive_bayes,,,,0.9776105371331503,0.9770253929866989,0.975967716404982
